capture_artist_project_title,month1,month2,month3,month4,month5,month6,month7,month8,month9,month10,month11,month12
SAXON - DECADE OF THE EAGLE,6.022992,229.238915,117.790861,104.012964,79.2710311,49.200527,34.836094,37.096033,39.547658,39.91756,36.231942,79.019244
"VARIOUS ARTISTS - THE DR. PACKER SALSOUL REWORKS, VOL. 2",142.161545988,270.148787,137.796658438,80.76396,48.1912886305,53.362716,38.3400192453,15.58444895,35.5413915368,52.6597575264,38.523048,25.6154790204
BLONDIE - POLLINATOR,41496.4241443,5370.702127,5133.693386,2621.116897,2542.837959,1083.871945,1746.718411,1509.12047,610.41481,473.226635,508.442575,310.31761
JASON ALDEAN - REARVIEW TOWN,380383.920298,76786.0569654,52350.458349,37958.83224,27520.13576,22469.3766,16327.490102,15031.123562,13908.599642,11690.380016,10691.547482,10409.59584
THOUSAND BELOW - THE LOVE YOU LET TOO CLOSE,6825.63594,739.79789,460.332959,617.057534,378.380512,412.151261,569.285733,275.4187444,242.249869,275.547712,306.733041,348.179636
GODSMACK - WHEN LEGENDS RISE,113277.990166,67086.5109369,26141.407691,22627.6083916,20209.25228,12564.2703348,10077.990412,10256.0891937,11238.5771938,10621.05121,6412.233744,9561.980274
SUICIDE - SUICIDE,256.596495,184.889314,342.7092518,362.664564,299.336548,218.080898,304.4276594,263.475696,301.433906,170.066812,160.752133,208.793085
URIAH HEEP - SALISBURY,997.428039,758.358244,388.686933,321.583366,324.235208,302.21747,499.661279,337.65353,306.031904,236.322174,213.497884,271.806617
LINDSAY ELL - THE PROJECT,1815.181725,1851.6578,1773.112224,1300.141126,1339.376502,1167.591181,1743.304501,931.254231,519.688391,477.033542,430.574894,325.882065
DEREK SMALLS - SMALLS CHANGE (MEDITATIONS UPON AGEING),1095.0084888,278.814542,246.74498,143.409237,99.102766,56.76636,35.17906,76.45512,42.98525,13.715525,22.6282,35.72933
INDIA.ARIE - SONGVERSATION,21.5998,290.839277,271.215705262,305.539046,243.424354,263.62225,334.940737,278.484203,211.041565,278.456729,203.478214,160.223622
"EMERSON, LAKE & PALMER - TARKUS",383.816532,614.469128,547.566157,456.134243,653.984643,1542.968565,874.995517,644.083497,621.438867,676.690387,846.511119,573.392776
KUBLAI KHAN - NOMAD,3086.010739,2283.281244,603.807882,663.930336,496.193083,390.000593,478.153169,349.934169,231.131568,296.983944,455.071979,341.498337
"EMERSON, LAKE & PALMER - TRILOGY",519.962539,586.24315,613.071792,2220.105169,1037.3998028,772.660406,800.988126,648.0612129,944.689083,721.0394493,631.165943,849.192124
HOT WATER MUSIC - LIVE IN CHICAGO,284.396844,132.837428,52.248958,42.26838,86.906358,54.57431,43.05206,81.344478,37.779897,16.366046,5.78864,34.47568
PLAY69 - BABYLON,6865.555518,619.74838,368.56904,202.129606,122.84517,107.148604,86.761523,42.63,42.63,44.086798,24.36,48.72
JOAN ARMATRADING - NOT TOO FAR AWAY,6743.9709187,1554.318744,707.263454,608.342191,863.029934,694.999483,187.936608,198.003517,125.229864,88.153795,136.203831,47.689689
NICKI & FREDDI / THE SIXTIES - KU'DAMM 59,3232.82534,628.979815,155.64399,63.212488,36.58,54.302,34.409923,43.214315,17.16,98.822442,33.907028,27.98
HOT WATER MUSIC - FINDING THE RHYTHMS,39.154651,42.63462,47.06948,26.89806,19.867058,22.08024,31.6098111,54.748896,30.787,31.190508,42.5064,24.07846
RICHARD CLAYDERMAN - FRENCH FAVOURITES,99.1105,33.6784,42.40429,49.472232,55.327792,77.970436,97.741287,108.274888,84.97381,90.319424,62.260388,49.662247
VARIOUS ARTISTS - EXTEND THE 80S - POP,128.437282,126.267086,70.782671,63.298368,60.821039,34.681198,68.609108,43.941208,51.30695,29.71535,49.296156,28.453588
LE SOLDAT ROSE - LE SOLDAT ROSE à LA FABRIQUE DE JOUETS,735.048656,1263.030096,284.032603,205.931838,88.239087,45.26054,31.209774,33.0,72.155843,101.359364,26.823944,31.593596
PETER VON POEHL - SYMPATHETIC MAGIC,239.600904,214.341709,66.0,33.0,38.977427,16.5,22.0,11.0,27.5,7.29743,21.997838,22.0
BRING ME THE HORIZON - 2004 - 2013,118.491184,144.827719,112.514907,74.421742,33.919708,27.15748,22.0455,32.554116,30.01906,66.951744,55.471452,37.863432
MIKE + THE MECHANICS - MIKE + THE MECHANICS,42.132314,63.57227,97.777363,115.624613,103.231302,62.719023,76.460138,49.469255,63.779113,36.5961,42.084052,57.242812
RICHARD CLAYDERMAN - 50 WEDDING FAVOURITES,65.01687,256.093908,181.636787,122.714918,120.36499,194.228406,165.497917,120.960906,142.549715,105.779386,107.542776,117.035322
GALACTIC EMPIRE - GALACTIC EMPIRE,24226.0247498,2207.892652,1861.482593,1548.731522,1266.686165,1270.333049,1129.095639,701.395011,532.455713988,576.355608,1537.908171,1261.308346
THE CROSSRHODES - FOOTPRINTS ON THE MOON,1778.377097,798.460377,428.767576,60.626376,63.10368,221.536256,191.418116,86.308504,40.620146,10.850847,39.552077,66.046512
FIRE FROM THE GODS - NARRATIVE,6508.3415724,9064.371298,3939.3923774,2737.070254,3204.5019436,2424.665976,2372.336038,2432.950234,2114.118631,1897.231236,512.625837,690.156634
RICHARD CLAYDERMAN - THE ABBA COLLECTION,61.065513,81.790083,39.770676,33.147136,56.515566,34.976298,30.322486,46.067694,34.283846,45.350383,83.537316,75.332792
HANSON - FINALLY IT’S CHRISTMAS,21828.123349,22240.683151,24603.7549196,290.28743,72.344322,85.037794,58.742399,17.408634,47.931576,58.644793,77.64276,86.79316
THE CRANBERRIES - SOMETHING ELSE,22779.1021905,21230.7913227,3295.699851,2491.5789776,1729.804927,1167.891143,1196.67913445,965.083299,915.68331,37585.3457509,3232.89105904,2329.9243291
KEN HENSLEY - EAGER TO PLEASE,18.35176,21.2614,14.422016,7.90312,8.51584,37.014612,7.279898,10.126962,18.379746,3.4299,11.457795,8.08728
THE ACACIA STRAIN - GRAVEBLOOM,8905.355473,6020.502628,1156.1926551,702.231714,410.177682,353.074346,330.171968,347.081727,217.052936,294.183374,300.574135,179.393194
THE FLATLINERS - INVITING LIGHT,4589.842503,608.440511,438.789499,286.753894,250.969696,322.244,216.568455,172.2328,246.75938,183.510334,118.112447,137.649387
VARIOUS ARTISTS - DIMITRI FROM PARIS PRESENTS SALSOUL MASTERMIX,4406.40496725,1074.30647869,376.432978,515.646809597,221.631762,181.520705903,214.484466979,150.80488,252.4948334,224.287384,260.534216,295.9376868
KONTRA K - ERDE & KNOCHEN,66735.340844,15927.195941,8109.390576,4956.639362,3085.388499,2038.300742,1651.40814,2723.247366,1882.571022,1544.445776,1579.805674,1198.04983
RAINHARD FENDRICH - SCHWARZODERWEISS,11380.794656,2396.161161,2332.225084,1483.861992,2274.530944,850.167985,1057.7113,538.75008,455.411238,468.93,946.615514,410.67852
PRETENDERS - ALONE,11254.400058,4977.741708,2495.6026066,1140.505744,1107.127001,698.443445,693.120988,274.201952,212.035752,270.301852,182.706376,202.875702512
AMERICAN NIGHTMARE - AMERICAN NIGHTMARE,1989.525485,389.374215,86.164458,74.948451,60.999913,22.59584919,16.90504,17.91756,17.070476,0.972151,29.220952,23.165714
JAKE CLEMONS - FEAR & LOVE,2195.3789568,583.995996,140.676913,115.295342,129.838238,78.304888,119.895402,40.173035,108.20264,108.64392,34.551968,33.994308
"EMERSON, LAKE & PALMER - BLACK MOON",219.12172,199.09866,77.690368,86.55916,128.1543,91.590612,72.0998164,47.673966,54.48633,91.373158,81.071168,59.89289
"EMERSON, LAKE & PALMER - BRAIN SALAD SURGERY",230.476182,550.4668927,681.460971,2894.8010122,1149.9896458,623.0146858,997.3359138,830.8937549,894.9825347,653.850009,854.4953046,941.755397
MAKE THEM SUFFER - WORLDS APART,6965.12473926,3100.592689,703.087785,556.001647988,472.307327,385.947541,354.637385,275.309232,605.663434,385.050813,356.168143,225.28604
A PERFECT CIRCLE - EAT THE ELEPHANT,337499.372773,54580.4807383,22506.987439,12258.807703,9776.9698444,7312.9044848,8139.207663,10460.314798,7906.729217,6250.497458,4340.579564,5201.355571
HOT WATER MUSIC - NO DIVISION - EXPANDED EDITION,118.496448,77.050992,80.316568,50.478,56.308018,69.037408,48.7036,72.705488,52.57271,51.094314,70.475664,78.246417
HOT WATER MUSIC - LIGHT IT UP,9927.4669978,1967.290396,749.329394,652.45513,458.494849,331.042366,272.566611,271.238973,228.96125,190.993811,157.66579,162.118751
VARIOUS ARTISTS - A TRIBUTE TO DAN FOGELBERG,25517.291127,3738.794218,1502.194824,803.626038,371.910403,305.844741,384.251212,280.922382,628.656695,401.850073,238.0195528,180.113304
THE DAMNED - DAMNED DAMNED DAMNED,160.711064,459.890288,734.251467,619.874443,432.374608,693.1035796,396.149281,425.649226,504.694907,399.566426,479.423856,378.051888
MAKEOUT - THE GOOD LIFE,1792.597063,754.957513,352.428484,419.474102,347.48946,212.601394,422.502735,193.314043,170.230054,201.230633,490.378781,226.664113
MARK ISHAM - FALLEN,11.253854,135.143032,84.66796,32.753438,75.280841,86.708155,52.828048,50.143408,41.738493,24.788349,38.734099,45.66796
LINDSAY ELL - THE CONTINUUM PROJECT,2699.41972838,2913.950252,1056.006168,700.067154,627.224174,386.916709,257.32608,297.946957,301.66543,300.374167,260.34446,236.917775
KREATOR - PLEASURE TO KILL,148.467727,479.318415,195.218746,186.570284,175.84707,208.64417,135.526172,240.20614,193.301581,176.571539,178.6948991,108.220304
GOLD - LE BEST OF,71.2,943.03,320.390089,504.544458,188.06568,286.717536,370.473992,450.750568,565.365452,465.888539,489.814188,380.104208
RICHARD CLAYDERMAN - BRAZILIAN FAVOURITES,61.168368,31.93877456,16.548744,37.347629,4.58472,33.684889,18.16288,15.526837,4.139875,14.8843702,17.123635,12.877756
HERCULES & LOVE AFFAIR - OMNION,2325.36807226,238.155102,299.806754,172.475998,111.157186,80.230487,54.080186,40.13581,31.879,30.15334,28.813388,38.8178836352
RICHARD CLAYDERMAN - THE VERY BEST OF RICHARD CLAYDERMAN,585.007888,604.66458,576.450041,462.75237,432.558945,462.50628454,573.258577,450.861794,449.027744,484.928177,434.227061,349.411409
MANDO DIAO - GOOD TIMES,13737.7373658,3360.6347268,1959.541512,1383.731869,968.118171,869.274117,1084.756014,596.929717,462.881686,477.297118,212.022749,93.802898
FIRST CHOICE - HOLD YOUR HORSES,17.940557,0.58374,18.253851,18.381022816,9.62304,31.462168,9.838918,15.35699,13.45951,19.2155110968,8.11244,7.43803
KREATOR - COMA OF SOULS,376.993932,302.1228472,103.100722,156.929915,108.045226,131.367839,118.768922,131.933223,111.968969,107.959775,197.278584,134.592293
CHRIS ISAAK - CHRIS ISAAK CHRISTMAS LIVE ON SOUNDSTAGE,472.596262,1371.443966,87.426376,28.007708,34.195435,16.878632,11.605756,11.982894,12.024954,41.304624,29.84744,47.033266
BRIAN WILSON - BRIAN WILSON AND FRIENDS,247.2002421,1541.111833,708.180756,373.340266,211.92318,203.343,301.42776,169.1052,182.30352,240.495062,151.65024,128.73184
"PVRIS - ALL WE KNOW OF HEAVEN, ALL WE NEED OF HELL",65393.610765,12277.7252316,5810.862868,3992.3509802,3590.0204196,2827.297914,2198.747844,1991.896855,1889.58336,1393.40275,1171.330217,991.946858
RIFF RAFF - PEACH PANTHER,6970.6643784,2054.8169504,1242.024428,775.905555,543.746967,627.851521,794.122357,488.715095,326.6304,361.898835,272.833038,257.086834
URIAH HEEP - THE MAGICIAN'S BIRTHDAY,1001.1973738,1079.249492,330.780433,387.957702,308.597852,265.975477,302.322407,288.58279,270.11199,194.406453,306.606081,354.663615
CHASE RICE - LAMBS & LIONS,59331.484714,9385.590458,5262.955345,3135.264861,2265.557786,1909.131377,2067.031406,1479.152982,1906.26774,1998.110295,1205.775506,988.588382
LE SOLDAT ROSE - LE SOLDAT ROSE 2,34.2,66.330652,46.43648,61.052318,38.684886,43.73768,19.059188,31.684,63.69848,51.928638,42.97616,60.86
PETER DOHERTY - HAMBURG DEMONSTRATIONS,15046.153741,1947.658675,1301.671908,596.862001,411.218107,276.48917,225.296001,290.040656,175.595487,140.160808,137.412792,132.498641
NINA SIMONE - MOOD INDIGO: THE COMPLETE BETHLEHEM SINGLES,887.2157831,470.4817901,55.178643,23.383128,50.828682,39.959318,32.09544,19.10184,39.662418,32.824148,21.957688,18.165714
DON MCLEAN - BOTANICAL GARDENS,422.199737,227.218775,53.6774,41.403781,23.55586,51.580173,43.554164,33.328834,42.386666,17.610476,17.462905,40.956979
KATHARINE MCPHEE - I FALL IN LOVE TOO EASILY,13055.661708,3032.3337136,1655.424349,1353.726411,760.290308,867.323368,682.9868724,604.392317479,424.884022,372.885576,529.869374,480.226471
DEAF HAVANA - FOOLS AND WORTHLESS LIARS,40.53256,23.195136,60.929472,23.612128,75.03928,40.2116,39.60698,11.58976,38.91835,38.82184,20.21838,19.516323
STRAY - STRAY,8.73623,12.433748,12.877992,10.54772,9.31641,5.0,8.480515,5.0,5.367852,9.90245,9.575753,10.371648
THE CHARLATANS - DIFFERENT DAYS,1437.9693237,605.055185,185.073614,109.143735,82.160848,74.49981,25.004576,62.885248,87.382636,76.99557,49.118629,29.536044
SHENANDOAH - RELOADED,1498.854615,317.35368,154.90524,154.099316,246.79578,223.77264,73.47984,100.92696,76.18716,128.92656,61.94328,108.8388
VARIOUS ARTISTS - SKA & REGGAE CLASSICS,2293.442322,1529.013695,863.21068,608.780047,368.062229,277.634826,254.09782,278.96095,311.397705,363.054872,338.839381,212.582032
BLACK REBEL MOTORCYCLE CLUB - WRONG CREATURES,15846.8057422,2561.87511,1131.70346,797.0403748,734.59497464,424.698449,368.426212,269.2223376,212.59932,212.7548192,306.083022,272.906396
"VARIOUS ARTISTS - LEE PERRY & THE UPSETTERS: THE TROJAN ALBUMS COLLECTION, 1971 TO 1973",52.87548,69.56635,56.590616,42.0839,38.990666,60.726352,24.702863,23.4021,37.945459,25.943213,31.471459,30.889072
REJJIE SNOW - THE MOON & YOU,225.464188,175.881626,101.990275,83.883758,105.604184,65.597232,89.05548,56.623054,108.740114,97.109654,72.17118,91.782758
PETULA CLARK - FROM NOW ON,1596.296949,1012.174546,276.794978,151.007954,77.849677,74.732774,45.7965,32.964406,57.577465,53.411617,29.426486,36.907145
GOLD - AU PALAIS DES SPORTS,58.75072,30.752686,30.1856,27.582656,19.2,22.98728,34.496562,23.93536,12.74108,26.812432,53.912432,30.65886
JETHRO TULL - JETHRO TULL - THE STRING QUARTETS,6482.2979258,2386.6888399,628.945823,423.568302,1577.0477026,326.252661,283.965746,424.58337,241.11042,209.871414,229.9818888,197.724674
AUSTIN MAHONE - THIS IS NOT THE ALBUM,2367.91856,1760.860691,1986.944935,1056.836807,661.220144,1057.555538,1150.823993,695.739492,507.940742,126.8072,86.407271,93.59084
VARIOUS ARTISTS - STRICTLY BALLROOM,4.369908,42.479525,26.26911,19.020725,30.71792,26.336345,48.719385,11.14293,18.57155,36.8154,33.108435,28.9054
THE KINKS - PERCY,355.13512,144.9351388,21.117178,23.965788,31.609251,17.91756,21.09544,18.770374,6.055238,44.175178,49.700646,12.145238
RICHARD CLAYDERMAN - ITALIAN FAVOURITES,15.24491,65.9684,58.21064,25.454248,24.87934,47.488489,30.94384,49.926082,47.911794,42.90896,27.022016,58.296096
PALISADES - PALISADES,13195.463304,4405.467884,5180.969252,4881.588535,2739.479685,2474.839285,1569.506129,1867.933086,1384.23456,880.781172,766.267885,1061.668688
IRON MAIDEN - FLIGHT 666,661.18052,335.358383,248.6064,232.4168,227.34432,370.48704,351.36332,291.05902,184.53498,238.6104,283.9354,273.71786
ACCEPTANCE - COLLIDING BY DESIGN,9782.806539,3236.2561,751.777211,496.6007,244.714942,338.844572,255.4074601,135.236712,148.73629,133.81104,214.304422,162.1312
LESLIE ODOM JR. - SIMPLY CHRISTMAS,3328.115096,15960.236684,27250.6444951,361.368243,172.486529,259.758674,361.337401,193.576718,95.863152,110.441277446,179.49456,273.79088
ATTACK ATTACK! - ATTACK ATTACK! DELUXE REISSUE,156.4369,82.87267,146.51096,103.778412,53.110442,87.915292,83.880258,127.983557,81.171208,79.17808,72.662856,54.034308
BAPTISTE W. HAMON - L’INSOUCIANCE,11.0,5.71745,110.0,33.59,27.5,5.5,11.147066,6.09,11.59,5.5,9.9849,5.5
OF MICE & MEN - COLD WORLD,65298.0458818,7244.921237,3395.687032,4052.177442,2574.593964,1572.088516,1285.117486,1642.93991,1252.240738,1306.210064,1135.962074,842.448492
"EMERSON, LAKE & PALMER - EMERSON, LAKE & PALMER",669.47949,696.906853,557.5256039,446.925012,679.843903,2842.5265162,913.6781208,813.4465858,785.3136196,797.319595,985.14936,567.440469
GRANDMASTER FLASH - GRANDMASTER FLASH PRESENTS: SALSOUL JAM 2000,222.19519,254.048244,188.919026,138.847034,176.047366,141.923237,186.715943,71.5497,94.092712,165.253834,66.935346,103.976271
MOBILES - DROWNING IN BERLIN: THE BEST OF,14.62585,11.435638,13.3372,6.579096,6.61549,6.2,3.52751,8.357795,10.15502,9.70347,12.79145,3.52751
ELOHIM - ELOHIM,2308.885924,1316.75431732,752.241303,406.330738,400.903749,317.615222,326.611221,161.350767,133.872199,128.952488,119.735892,163.26034
VARIOUS ARTISTS - MORE MONKEY BUSINESS,5.5,28.328144,98.550653988,72.316428,40.770266,25.111788,35.18875,25.81898,43.305164,36.930408,20.449165,11.0
MEMPHIS MAY FIRE - THIS LIGHT I HOLD,28748.485805,11898.204727,4680.938841,3404.133134,2556.537104,2100.042598,1801.575604,2109.0624347,1486.784743,1267.435921,916.145983,673.449432
"MOLOKO - ALL BACK TO THE MINE, VOL. 2: A COLLECTION OF REMIXES",112.491005,70.336186,102.120922,84.723705,58.288989,43.249467,51.805112,0.769689,50.191698,11.625145,29.003049,23.5125
IRON MAIDEN - THE BOOK OF SOULS: LIVE CHAPTER,9196.024122,1621.5363696,699.4773214,448.364139,375.3518451,207.923804,163.9813854,202.50569493,222.5602845,164.58936,171.7632,123.333364
SULLY ERNA - HOMETOWN LIFE,11669.705789,7744.5113444,2090.786985,1111.865018,797.533004,599.205036,476.432684,561.184784,365.630888,577.670037,925.67459,391.93847
LEELA JAMES - DID IT FOR LOVE,11818.778662,16086.2674306,5047.104203,2834.153098,2278.935282,1448.881882,1321.424667,1184.781407,1182.251214,738.497026,566.939368,699.715965
THE GLORIOUS SONS - YOUNG BEAUTIES AND FOOLS,36.09067,534.97441,455.493668,488.589124,485.665608,500.839553,437.939688,572.03299,362.78365,308.037466,540.472986,681.0888
YOU ME AT SIX - NIGHT PEOPLE,12336.382888,847.78995,929.98248,607.976599,552.612963,283.910851,192.324998,181.725656,209.310024,115.23379,97.456432,140.93432
STEVEN C. & CHRIS INGHAM & STEVE QUINZI - FINEST PIANO TUNES - ESSENTIAL POP CLASSICS,6.24994,6.85234,3.070992,17.384592,22.59537,45.836884,13.077428,22.80392,13.98388,39.267072,17.2719,17.22186
HINDER - THE REIGN,8934.4781521,1545.747236,1244.50157,1122.670395,694.5672136,605.504901,558.195761,459.329256,272.728093,380.099041,289.252497,221.95877
PARMALEE - PARTY PACK,540.4648498,211.552176,132.731331,116.44516,50.72808,29.82,24.1864,18.1398,18.1398,18.1398,9.0699,17.2965
FIRE FROM THE GODS - NARRATIVE RETOLD,3716.788474,1402.822995,1225.601414,742.404821,752.241228,726.146372,488.237816,571.894354,691.249348,1116.6739191,1202.367974,775.055029
NATURALLY 7 - BOTH SIDES NOW,604.548427,173.58272,67.729382,55.106564,45.3936,100.294375,25.73676,131.25632,34.25896,84.74997,33.7568,20.3568
BLINK-182 - CALIFORNIA,586090.878814,99289.4953958,81607.086594,65367.2478655,24226.6474815,24680.239464,22439.975322,17317.1638646,13709.9080324,9735.5698319,6506.0773787,4354.026673
RSO - RISE,3007.7152038,1755.220732,501.3609786,692.543727,336.14476,313.595404,127.05208,148.469518,153.829017885,71.78387,81.824588,66.649632
KNUCKLE PUCK - SHAPESHIFTER,12840.9675429,1589.106191,1168.624362,1024.901847,596.184635,778.472342,440.482859,488.679099,596.113099,609.81795,461.774962,296.951679
THE KINKS - SOMETHING ELSE BY THE KINKS,1326.3018731,560.7914298,129.845172,125.617305,107.894425,137.008373,55.38296,131.947048,151.49197824,128.92315434,112.08376,82.32110324
BALANCE AND COMPOSURE - LIGHT WE MADE,8310.253882,1056.24666,657.888686,524.161056,251.66111,326.45228,294.856028,264.552799,124.93222,131.5413,204.764284,62.802712
ELOHIM - ELOHIM (2016),10.223987,114.161472,130.289415,111.470074,71.046657,41.80764,63.82788,76.754218,24.220952,51.262979,35.17864,72.107618
THE MANHATTAN TRANSFER - THE JUNCTION,3043.099206,3481.49625453,1354.280133,977.891243,768.811635,598.6638296,703.276288,361.42312426,311.421228,274.585093,212.741928,297.762873
SIMPLE MINDS - WALK BETWEEN WORLDS,32749.8034029,3812.090263,2191.8873448,1640.68504898,1767.64600948,1290.88962111,968.79189,877.370472,1224.989022,559.310437,296.199138,266.23038
"EMERSON, LAKE & PALMER - PICTURES AT AN EXHIBITION",1688.140339,1548.486462,554.836985,455.989559,351.945963,1478.941911,663.438381,444.213606,596.7327148,576.2304439,680.896321,539.542025
THE GOSPEL YOUTH - ALWAYS LOSE,1370.105155,304.869999,253.389983,109.174107,99.062786,173.388078,154.280361,189.941172,83.889905,49.650728,38.093232,11.982894
FIRST CHOICE - DELUSIONS,22.890069,34.591497,31.561368,10.89747,27.388282,29.261476,16.344176,26.186423,35.587548,26.258632,9.92,43.001296
RICHARD CLAYDERMAN - SWINGING POP HITS,172.981791,10.29152,44.191718,34.07255,37.970252,37.98354,35.404648,6.658184,13.008336,11.64776,10.18704,37.727056
MY INDIGO - MY INDIGO,10162.9144154,1982.238663,627.386157,685.527121,500.551105,530.508943,298.567754,345.719544,429.963165,375.930609,527.233745,319.805665
DAVID CROSBY - SKY TRAILS,4479.684779,5460.981286,1901.4835156,950.632246,690.1169884,431.8518771,566.037871,462.201615,504.527238,415.671833,214.481994,364.919003
SCARFACE - DEEPLY ROOTED: THE LOST FILES,16402.663857,2422.633112,814.336471,601.093778,357.141292,260.067348,199.82006,222.80552,139.063173,196.68213348,143.917074,125.141888
TAKE ME TO RIO COLLECTIVE - TAKE ME TO RIO,2572.704174,2522.518084,369.678329,101.73694,69.133807,51.904624,33.0,22.0,5.0057,36.772898,34.003488,32.1333
DEREZ DE’SHON - PAIN,592.201796,896.320414,1597.81859604,1284.131282,982.46176,542.57028,277.14906,308.772902,421.955322,195.831454,175.688282,184.37811
VARIOUS ARTISTS - BABYLON BERLIN OST,3887.698018,2923.496093,1277.502219,3491.48819,1697.7756601,1144.383933,921.119441,636.889658,714.113885,624.315063,2211.04518,12816.713297
KID ROCK - SWEET SOUTHERN SUGAR,148499.822238,20127.001646,15523.119033,10370.13754,12131.940343,6207.894683,4595.909346,4594.810546,4277.724493,4877.886946,3338.294923,1786.294119
JACOB WHITESIDES - WHY?,18666.2140829,1253.956891,929.300196,1201.67525,688.445552,319.089686,236.4734,337.554838,208.471879,243.168668,127.596754,87.974781
CORONER - GRIN,5.626927,209.757435,91.907768,125.6895567,123.542333,80.955302,69.081823,59.573524,51.067136,80.659869,56.665922,25.05867
LP - LOST ON YOU,38465.310082,19764.527896,11090.787086,7625.436869,8009.275312,40854.6615333,11088.572257,11058.804137,7335.1579101,6263.75411908,4962.605766,4241.875858
MICHAEL MCDONALD - WIDE OPEN,14098.3572646,4542.715012,2536.694768,5083.845894,1698.896363,1175.144976,1418.470559,533.739041,488.752036,439.070894,712.081225,634.43552
SPARKS - HIPPOPOTAMUS,2411.8419752,643.82486,242.868096,236.186156,164.5104,121.69454,52.374122,48.632612,56.54685244,77.23401133,58.644793,27.06796
HOT WATER MUSIC - FUEL FOR THE HATE GAME - EXPANDED EDITION,106.315303,119.17172,84.511735,77.883572,90.238938,88.695137,74.7647181,92.494648,71.72248,84.676754,59.988412,67.360124
"JOHN MCLAUGHLIN, JOHN SURMAN, KARL BERGER, STU MARTIN & DAVE HOLLAND - WHERE FORTUNE SMILES",4.78632,7.895484,3.1,7.842192,11.607795,6.608495,4.83728,1.690476,3.08798,12.77456,6.77751,4.83728
THE BEAT - I JUST CAN'T STOP IT,16.083149,147.029765,254.949187,234.242084,262.124839,137.133032,138.825453,147.922166,107.73893,96.411694,192.1655,54.113459
FRANK IERO AND THE PATIENCE - KEEP THE COFFINS COMING,752.864743,196.275782,130.6923976,143.256688,124.031392,51.533246,63.154647,41.329062,46.460316,21.53844,41.738114,26.2416
EVANESCENCE - SYNTHESIS,129231.829164,15473.3726002,8419.921563,5269.1707121,8922.1368012,5476.647491,4276.126343,5022.96256236,7745.421103,6730.4333842,3961.7607552,2721.868122
ELISE LEGROW - PLAYING CHESS,1469.326876,1416.686956,217.874845,537.780424,72.942,58.18823,53.720464,143.773692,56.828882,12.264,35.966432,55.433541
BRYAN FERRY - AVONMORE - THE REMIX ALBUM,1003.97556,264.994061,111.07572,72.84312,116.46852,153.22104,121.296,170.53848,80.51736,34.31988,59.88192,79.28172
ADORO - IRGENDWO AUF DER WELT,1113.313912,1699.103376,173.90899,330.601867,140.07,56.453479,36.54,54.81,37.062867,24.36,40.076572,42.63
HOLLYWOOD UNDEAD - FIVE,101128.734989,35165.0083646,14791.994701,8989.094763,6581.31924876,5540.379352,4438.60447152,3488.127781,4505.986684,3027.7176184,2463.180339,2270.916051
ERASURE - SINGLES - EBX3,458.846752,241.798364,247.706771,175.707015,57.448818,108.487892,79.16548,81.183963,53.440499,49.830064,28.440455,60.200205
CABBAGE - NIHILISTIC GLAMOUR SHOTS,791.528912,955.455311,157.029096,84.842234,20.235798,41.440928,15.5752,20.34305822,30.95126,45.929698,37.30394,9.8049
GOLD - CALICOBA,68.9,70.854056,39.144538,50.146128,53.3,54.825504,77.921844,30.866144,54.426104,49.612432,46.917736,26.75886
JASON DONOVAN - THE BEST OF JASON DONOVAN,42.4255,154.804978468,159.185133,216.187713,73.01414,122.536076,81.869912,146.479168,79.10932,38.69196,73.45533,64.07435
VARIOUS ARTISTS - THIS IS TROJAN BOSS REGGAE,70.927762,132.420449,97.534733,95.322842,152.246635,132.135318,79.676032,101.43124,84.56199,49.049887,55.68743,78.58044
DANIEL PEMBERTON - GOLD: THE ORIGINAL SCORE SOUNDTRACK,101.547592,187.153082,54.527847,97.768733,126.597301,21.935444,17.067294,55.662128,33.855312,34.68531,22.661656,6.022992
CELTIC FROST - INTO THE PANDEMONIUM,99.141984,181.21933,130.7399371,100.539189,195.940328,106.786776,92.535298,88.602195,59.934219,88.789898,85.148392,62.058468
SEVEN - 4COLORS,1892.330006,418.01364,369.69,281.38,727.18,162.114432,85.7,19.287,101.774,12.79,74.592338,30.45
TONY BANKS - FIVE,380.069733,153.214144,69.807124,57.710146,30.496761,35.992735,24.00756,30.09756,12.411518,24.804878,5.41066,12.18
HOT WATER MUSIC - FOREVER AND COUNTING - EXPANDED EDITION,49.962318,71.5271,61.9118919,50.43096,96.683802,55.68094,59.691762,42.211088,69.96752,42.715308,54.788538,34.196497
NICK CAVE & THE BAD SEEDS - LOVELY CREATURES - THE BEST OF NICK CAVE AND THE BAD SEEDS (1984-2014),20069.897796,5276.38422,2389.621555,1849.962805,2817.839077,4228.019655,3266.560679,3052.265261,3291.339407,1902.771058,1754.391396,2047.9517638
THE KINKS - FACE TO FACE,904.2977351,375.9820828,88.220116,75.370327,60.36618,63.73332,36.917,80.074993,64.47672,130.40548696,73.340904,70.781442
MARC ALMOND - SHADOWS AND REFLECTIONS,2920.9081655,1247.577621,243.88121,253.073986,118.566709,89.480179,72.617201,31.048246,23.80979,25.680299,23.967614,20.057848
MIKE + THE MECHANICS - MIKE + THE MECHANICS (M6),15.160594,32.762771,72.395072,92.527206,39.396498,52.029316,49.872632,39.039895,12.491928,4.34322,15.985476,21.902458
